text,timestamp,our_model,vader
"RT @Speenuh: Haven’t seen anyone mention it but, all used Long Range Dual Motor Model 3’s sold by Tesla now come with Acceleration Boost, f…",1603678150.0,1,0.5499
@Joshohha @nickwhoward @matmansd @marc_benton Dude you are in the wrong. Tesla didn’t have autopilot included forev… https://t.co/nkefvWPzhb,1603678146.0,1,-0.4767
"RT @xinlard: Yes no coincidences... Trump and Tesla tech, ""smart cities powering up"" and this moon business.

Something big is just about t…",1603678142.0,1,0.4939
Based @Tesla stock price https://t.co/5oaMmAVoeH,1603678139.0,-1,0.0
"@elonmusk Elon will fsd ever get the ability to use voice to give it commands  ""tesla speed up 5 mph"" ""tesla drive… https://t.co/AYEMwWZwPz",1603678134.0,-1,0.3182
@tenthousandjoys @Donald2016FPOC @BillOReilly The economy is stronger even tho the pandemic has slowed things down.… https://t.co/24bc2bMG5E,1603678125.0,-1,0.3818
RT @thevoltmonkey: #tesla #ai #NeuralNetwork training the artificial intelligence to enable #AutonomousVehicles the #future is happening to…,1603678124.0,1,0.4767
@IheartTesla @teslaownersSV @elonmusk @Tesla #teamRed knows the feeling! ❤️,1603678119.0,1,0.2003
"RT @Huddster2: This is my boy, Jackson. He has #DownSyndrome. Never in our wildest dreams did we think he would ever drive a car but #Tesla…",1603678113.0,1,0.2144
@Joshohha @nickwhoward @matmansd @marc_benton Tesla Twitter doesnt need hyper aggressive people like you who look u… https://t.co/B3x8dsQUcv,1603678110.0,-1,0.4486
"RT @RationalEtienne: Once you go Tesla, you never go back. https://t.co/seulQCmZw4",1603678107.0,1,0.0
RT @copcrisis: Cop pulls someone over for driving Tesla https://t.co/tupgDJHfXD,1603678098.0,-1,0.0
RT @Erdayastronaut: @elonmusk I wish there was an academy Tesla owners could go to that would train us how to label and report our drive. H…,1603678095.0,1,0.4019
"On the other hand, @CJR's public editor for @washingtonpost @hamiltonnolan just headed in a different direction not… https://t.co/SHD6KnyXfT",1603678084.0,-1,0.4939
RT @tesla_master: What’s the best pic of your tesla? Drop it down below 😍,1603678082.0,1,0.4767
"@Fraserjroi @robmahrt @Juliusharkonnen @danielbigham @ElectrekCo @CowboyDanPaasch @FredericLambert Unlike Tesla, GM… https://t.co/TVKKjTu5fu",1603678081.0,-1,0.0
@richtechexec Its actually because the Tesla automated driving is too good. China needs more car accidents for their population issues.,1603678081.0,1,0.0828
"I love what @kanyewest’s been saying, especially about Tesla and honoring his legacy by mentioning what he fought for and against. @joerogan",1603678078.0,-1,0.7351
"RT @ChinaDaily: US electric-car maker #Tesla has started to recall 48,442 vehicles in #China, citing defective parts that could increase th…",1603678068.0,1,-0.1531
Cop pulls someone over for driving Tesla https://t.co/tupgDJHfXD,1603678056.0,-1,0.0
@jnx_jinx_jinx @thisaintjess @Adumbo_0 @_sjtherapper @elonmusk @Tesla They’ve done it tho so what’s your take?? Imo… https://t.co/eRJuz35yQw,1603678054.0,-1,0.0
"Hey @elonmusk if you're keen on getting some #FSDBeta data from NZ, Fremont should be making my @Tesla Model 3 Perf… https://t.co/J23ieJJRlW",1603678051.0,-1,0.3612
"@HisandHersTesla @marc_benton @NuovaRealta @Tesla @elonmusk They can, that’s his point.  You can order a 3 SR today… https://t.co/5G9a0DtJjX",1603678035.0,1,0.0
"RT @PPathole: @elonmusk This is by far the most exciting thing about Tesla imo. The cars are great, but the AI innovations are game changer…",1603678031.0,1,0.5854
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603678030.0,1,-0.5622
RT @Bennyblacque: LMAO tesla owner's are trolling different https://t.co/wMERKHoxzj,1603678027.0,-1,0.6841
@iliketeslas And we all know what the MSM wants to see.  They want to see Tesla fail.  They want something to cling… https://t.co/Hz3hckShLt,1603678022.0,1,-0.4404
RT @elonmusk: @Erdayastronaut This is what I meant by “4D” https://t.co/xpX7j5SnPy,1603678018.0,-1,0.0
@NobbyFM104 @YouTube I’m sorry but I think the Kia e-Soul looks cool 👀 In your list there I think Tesla would be th… https://t.co/OtTRhFjhvG,1603678012.0,-1,-0.6124
Tesla has been pumping out those cars in China with poor quality control....not surprised at all https://t.co/uVuueMYczE,1603678003.0,-1,-0.296
"RT @arctechinc: Huge thank you to @elonmusk and @tesla allowing beta testers for FSD to share the experience. 

@elonmusk is the content be…",1603677988.0,1,0.7184
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677988.0,1,-0.5622
"RT @IGSquawk: Tesla recalling close to 50k defective vehicles in China.

Feels significant?

Where will $TSLA open..?",1603677985.0,1,-0.3527
"As you can see from the image above, the chassis looks like a skateboard, and the battery sits within it, below the… https://t.co/y4KhIhssU9",1603677973.0,1,0.3612
@RusslAndrewsHat My followers sent me 1 Tesla and I sent 2 Teslas back,1603677967.0,1,0.0
@k_izzuddin tesla tu. self driving,1603677960.0,1,0.0
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677958.0,1,-0.2698
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677956.0,1,-0.5622
@Audi electric mobility?  LOL. Call it want you want but @Tesla owns the future,1603677955.0,1,0.375
"RT @Speenuh: Haven’t seen anyone mention it but, all used Long Range Dual Motor Model 3’s sold by Tesla now come with Acceleration Boost, f…",1603677953.0,1,0.5499
@elonmusk @arctechinc @Tesla Elon NJ turnk pike De to NYC daily commute could help. Sign me in!,1603677952.0,1,0.4574
@Auric_Tesla you've caught my reference,1603677952.0,1,0.0
What? Tesla's have an increased risk of accidents? https://t.co/6iUEN0vd4q,1603677944.0,-1,-0.3939
@MKBHD @u110110 @arctechinc @elonmusk @Tesla Uhhm... No thanks,1603677939.0,1,0.1779
@tesla_raj @elonmusk For your reference https://t.co/gek53PJZF5,1603677930.0,-1,0.0
"RT @RationalEtienne: Once you go Tesla, you never go back. https://t.co/seulQCmZw4",1603677930.0,1,0.0
"Actually, the Tesla pickup and the Pinto have several similarities. 

Neither is being manufactured right now and i… https://t.co/BpDqqiEIb2",1603677929.0,-1,0.0
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677925.0,1,-0.2698
So would y’all drive one of them Tesla’s on full autopilot? I for one don’t trust that shit. I don’t even like Hond… https://t.co/vhbdxBqywR,1603677924.0,1,0.296
@elonmusk @arctechinc @Tesla Pennsylvania help available ;) 🙏,1603677923.0,1,0.5574
Wondering if @elonmusk and the @Tesla team will offer Smart Summons as a stand alone feature for Model 3’s. I’d love to hand it on my 2020.,1603677914.0,-1,0.8442
@richtechexec One Tesla per follower?,1603677912.0,1,0.0
"Tesla to recall 30,000 cars 

Aside from the battery, Tesla is just like any other manufacturers, they will have de… https://t.co/PhZBXNycvw",1603677905.0,-1,0.3612
"@greentheonly Perhaps if one had 3 devices, and could constanrly remap the route from starting point to ending poin… https://t.co/nDC5i7WarO",1603677904.0,1,0.0
@Chaotic_Cryo skullcrawler,1603677893.0,1,0.0
@JayAdreman what makes you think so? I mean I know they use Google api for PoI lookups and whatnot but all calls fo… https://t.co/lGim2Di9in,1603677891.0,1,0.0
@Erdayastronaut @elonmusk And steep roads can be a trouble. Since all models of Tesla have battery and other power… https://t.co/alyZF1OV3Q,1603677884.0,-1,-0.4019
"RT @passthebeano: This is just embarrassing:

@NHTSAgov @NHTSArecalls @NTSB @NTSB_Newsroom @SF_SEC @SEC_Enforcement
@NewYork_SEC @Boston_SE…",1603677869.0,1,-0.3818
@SawyerMerritt Tesla under 350 potentially?? We shall see,1603677867.0,1,0.0
I can not believe it. What happen with tesla model 3 when trade in? @TeslaMotorsClub @Tesla @tesla3owners @elonmusk,1603677862.0,1,0.0
"I bought tesla model 3 on 09/26/2020 by trade in my Honda CRV -used 3 years, 12k miles and got loss 6k from the ori… https://t.co/L7E935UWDt",1603677862.0,1,-0.3182
@elonmusk @arctechinc @Tesla i would be most helpful if i was an owner,1603677861.0,1,0.4754
"RT @ChinaDaily: US electric-car maker #Tesla has started to recall 48,442 vehicles in #China, citing defective parts that could increase th…",1603677860.0,1,-0.1531
"@elonmusk I believe it’s the work of hundreds of software developers, well, the whole process could be much easier,… https://t.co/pTRvZPd92o",1603677854.0,-1,0.2732
"@ThatEricAlper Tesla. Somewhere near Kansas City, they headlined some 80s hard rock festival. I was there with a fe… https://t.co/DkhwRBJ5Dn",1603677852.0,-1,0.4215
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677852.0,1,-0.5622
"TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY
$tsla",1603677851.0,1,-0.5622
"RT @Fxhedgers: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677849.0,1,-0.5622
"RT @vincent13031925: Tesla Giga Berlin Progress Continues to Astonish with Elon Speed, Tracks Mid-2021 Production

$TSLA #Tesla 
https://t.…",1603677842.0,-1,0.4215
RT @Bennyblacque: LMAO tesla owner's are trolling different https://t.co/wMERKHoxzj,1603677841.0,-1,0.6841
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677835.0,1,-0.2698
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677823.0,1,-0.2698
"@Sh0kDynasty JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677817.0,1,-0.2698
RT @tesla_raj: @elonmusk you madman FSD is learning!!  After my corrections it learned this roundabout perfectly! #FSDBeta #tesla https://t…,1603677816.0,-1,0.7249
"This is just embarrassing:

@NHTSAgov @NHTSArecalls @NTSB @NTSB_Newsroom @SF_SEC @SEC_Enforcement
@NewYork_SEC… https://t.co/mTKnMZhyv6",1603677810.0,-1,-0.3818
"RT @xinlard: Yes no coincidences... Trump and Tesla tech, ""smart cities powering up"" and this moon business.

Something big is just about t…",1603677800.0,1,0.4939
"Opening a separate brokerage account with $2k and trading until i have enough to purchase a Model 3 Tesla.

Giving… https://t.co/5nCLRodzmb",1603677799.0,1,0.0
@FirstSquawk Tesla is the Trump of auto manufacturing.  Not responsible for anything.,1603677799.0,1,-0.2411
@lorakolodny @joe_dirts @wes_chu As someone who lives within a mile of a Tesla showroom as well as a Supercharger l… https://t.co/b2AsICRWXV,1603677793.0,-1,0.2732
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677792.0,1,-0.2698
"Yes no coincidences... Trump and Tesla tech, ""smart cities powering up"" and this moon business.

Something big is j… https://t.co/kVt1uBuRaY",1603677792.0,1,0.4939
@greentheonly Not lots but occasional. I'm sure I wasn't the only Tesla on this route.,1603677790.0,1,0.4497
