text,timestamp,our_model,vader
Elon Musk destroying Earth once he settles in his Tesla-powered Moon Base. https://t.co/5f3F99Arca,1603834723.0,-1,-0.5574
RT @Sofiaan: #Tesla short shorts secured 🙌🏼 https://t.co/OjwqtlKd1t,1603834718.0,-1,0.4019
RT @GorillaMamaWho: Ooo your bellybutton the Tesla symbol. 😍,1603834704.0,1,0.0
@kaczjef303 @EVMaps @jpr007 @octopus_energy @Tesla @g__j What makes you say that?,1603834700.0,1,0.0
"RT @JonErlichman: On this day in 2010: Tesla opened its first factory. 

The factory was previously owned by GM and Toyota.

Today, Tesla i…",1603834699.0,1,0.0
Training the Tesla FSD system is way faster than 1.4 billion drivers in this world. An ultimate solution to lower t… https://t.co/l790o2VLwc,1603834698.0,-1,0.0258
@tesla_grl It's a smart investment because they'll be worth more than that selling them second hand,1603834696.0,-1,0.7783
@Tesla #Teslacustomerservice...not impressed.  Our inverter is out can you please respond to our requests for fix!,1603834696.0,-1,0.69
"RT @kimpaquette: Cobblestones so rough ride - but slowed for jaywalker, then slowed and got over for cyclist making illegal maneuver.  😎 #F…",1603834691.0,-1,-0.7096
"RT @Kristennetten: To all of you watching history in the making with Tesla Beta FSD, thank you!  Team Tesla ♥️",1603834688.0,1,0.4199
"relationships should be 50/50, i tell him he looks ugly in jean shorts and he buys me a tesla...",1603834687.0,1,-0.5106
"@ICantFullDip @PlayerzRb6 @j46972435 @livesmattershow @lilpump @JoeBiden They’ll also move within states as well, T… https://t.co/itmzSqWx5H",1603834686.0,-1,0.2732
@JosephVVallace Glad you’re able to head home. Be safe friend,1603834683.0,1,0.8442
"RT @Steampunk_T: Tesla Gun developped by Tesla Universe
source : https://t.co/FS7Lbqwfmg https://t.co/5mNLALb1rx",1603834682.0,-1,-0.34
RT @cleantechnica: A Look At Tesla’s FSD Beta https://t.co/Ym7OAIhdAM,1603834680.0,-1,0.0
"Hey Alexa, hey Alexa how many bitches can we fit in the Tesla?",1603834679.0,1,-0.34
@klwtts @Tesla @elonmusk rounded vs angles edges.,1603834677.0,1,0.0
@iamrofe Especially when he drove into Dave Dobriks Tesla and pretty much took the door off 😂,1603834676.0,1,0.4939
RT @MontrealTesla: Tesla will take possession of the lot April 1st 2021. They will have 365 days to complete the build. 8 V3 stalls + 3 CCS…,1603834671.0,1,0.0
RT @CarmenN1955: ❤️❤️ This.... ❤️❤️ https://t.co/Q02qV93FZP,1603834669.0,-1,0.0
"RT @heydave7: It's underrated and under-appreciated how Tesla may be doing over-the-air updates in the background to FSD beta users, improv…",1603834666.0,1,0.0
"RT @TheSun: Tesla's autopilot is taking driving to the next level 🤯

🎥: notoriginalandy https://t.co/AFFSC3Beih",1603834658.0,-1,0.0
"RT @Kristennetten: To all of you watching history in the making with Tesla Beta FSD, thank you!  Team Tesla ♥️",1603834655.0,1,0.4199
"@WR4NYGov Money printing machine.

This will become a major reason as to why Tesla will be the leader in Taas.

No… https://t.co/Ze8IsO1JQp",1603834651.0,-1,0.0
"RT @heydave7: It's underrated and under-appreciated how Tesla may be doing over-the-air updates in the background to FSD beta users, improv…",1603834622.0,1,0.0
"RT @PPathole: On this day in 2010, Tesla opened its first factory. Which was formerly a GM-Toyota factory, now Tesla is worth more than GM…",1603834619.0,1,0.2263
"@Kristennetten I remembered when I learned how to drive that I would have to teach my kids how to drive one day.

I… https://t.co/56lrHtpF9L",1603834605.0,1,0.0
RT @MartinBrampton: @ianbrow97534170 @markp1950 @0Sundance @manifesto2000 @eric84701331 @DCottrell1956 @toddynd @portun81 @FriendsOScience…,1603834605.0,1,0.0
RT @MAstronomers: These gases glow up near a Tesla coil. https://t.co/JnaH94y7y1,1603834605.0,-1,0.0
"RT @WR4NYGov: ""In 8 years, Tesla doubled range of base model for same price even before adjusting for inflation, not to mention that Autopi…",1603834596.0,1,0.0
"RT @A_Othman27: Eating @Wendys in a parking lot in my 2007 Nissian Altima. Next to me: an old man eating Wendy’s in his @Tesla Model X.

No…",1603834596.0,1,0.0
@AnalSuchender Im a fag nigga come fuck me in a tesla💪,1603834589.0,1,-0.765
"As a percentage of net worth, Zuckerberg's donation of $150M is equivalent to a $175 donation from an American hous… https://t.co/urInzY7J4q",1603834586.0,1,0.2263
@Kristennetten Wish Tesla was available in my country... sadboi hours🙁,1603834585.0,1,0.4019
