text,timestamp,our_model,vader
RT @cleantechnica: Tesla Bears Prove Easy Q3 Math Is Hard https://t.co/SslgIcKHEk,1603678350.0,-1,0.3612
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603678349.0,1,-0.2698
"@Erdayastronaut @elonmusk It's a really great idea, but quality control is an essential in the labeling process. Wo… https://t.co/WfTF0Vb2IA",1603678348.0,-1,0.4012
@GasOff2 Self,1603678336.0,1,0.0
"@SpillerLarry @elonmusk @arctechinc @Tesla Ahh, bugger!",1603678317.0,1,0.0
"RT @Fxhedgers: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603678304.0,1,-0.5622
"Birthday number 1 for big red coming up... have to do something to celebrate, right? #tesla #model3 https://t.co/UAN8nPYmB8",1603678304.0,-1,0.6124
@heydave7 @elonmusk @engineers_feed Looks like it should be easiest to do with Tesla as opposed to a new company.,1603678303.0,1,0.6486
@vincent13031925 @elonmusk You’re trusting @elonmusk with FSD yet Tesla can’t even build a car without panel gaps a… https://t.co/rSztNjVdHD,1603678303.0,-1,0.4019
@greentheonly @shonnburton @elonmusk About 15min from mistakes to correction. Was picking up my parents nearby,1603678300.0,-1,-0.3612
"RT @GretaMusk: 🚨 GET THESE DANGEROUS CARS OFF OUR STREETS @NHTSAgov @NTSB 🚨 
14 minutes in a ""Full Self Driving"" #Tesla beta test results i…",1603678299.0,1,-0.5904
@SteveBrulePHDMD @robmahrt @Juliusharkonnen @danielbigham @ElectrekCo @CowboyDanPaasch @FredericLambert Lol. Let’s… https://t.co/kfh34xZuUf,1603678288.0,-1,0.4215
@Tesla_Toxic_Fan if I had 3 cars to take all three routes at the same time I would be able to compare the suggestio… https://t.co/klYK8qM0c1,1603678282.0,-1,0.0
RT @TubeTimeUS: this Tesla SUV ran into a traffic barrier at 70mph while on Autopilot. how could this happen? there are 3 major contributin…,1603678281.0,1,-0.128
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603678274.0,1,-0.2698
RT @GerberKawasaki: Think I sold two tesla model Ys this weekend. Both to prominent people who are giving up ICE cars forever.  Everyday te…,1603678265.0,1,0.5719
RT @Kythrasuntamer: @ClimateBen I feel like I've done as much as I can to reduce our emissions on my own but my impact is like a drop in th…,1603678261.0,1,0.3291
@RahmEmanuel @RepFredUpton @KateUpton @JonHoadley @theDlasvegas @USPS @CityofTO @CHP_Coastal @RepHorsford @cityofmb… https://t.co/rAO8xEPu2V,1603678259.0,-1,0.0
@BINGOHOBI bruh i kid you not the fbi just released a declassified document saying that Nikola Tesla was from Venus… https://t.co/G2bNJQtUxl,1603678252.0,-1,0.0
"RT @ICannot_Enough: I tweet a lot of charts showing how $TSLA has grown delivery volume and revenue dollars exponentially over the years, b…",1603678251.0,1,0.0
"Here's Why Electric Cars are a Scam (Tesla, Toyota, and More Exposed) https://t.co/C9iwzrz1b1 via @YouTube Someone help Scotty Kilmer.",1603678250.0,1,-0.25
@Joshohha @nickwhoward @matmansd @marc_benton If you really knew as much as you think you did about Tesla you would know that.,1603678243.0,1,0.0
@ClimateBen I feel like I've done as much as I can to reduce our emissions on my own but my impact is like a drop i… https://t.co/Pd2QsEhcGf,1603678240.0,-1,0.3291
"RT @ChinaDaily: US electric-car maker #Tesla has started to recall 48,442 vehicles in #China, citing defective parts that could increase th…",1603678234.0,1,-0.1531
@StockLizardKing Thoughts on how the breaking Tesla news effects $spaq?,1603678226.0,1,0.0
@shonnburton @tesla_raj @elonmusk now mind you a map update IS a form of fleet learning too.,1603678221.0,-1,0.0
RT @ElectrekCo: Elon Musk: Tesla's next 'killer product' is Solar Roof https://t.co/Rfq8vIzSS1 by @fredericlambert,1603678211.0,-1,-0.6486
You know the weather sucks when this message pops up. #Tesla #teslamodel3 #badweather https://t.co/tvPergRQCp,1603678211.0,1,-0.3612
"Huh man listen
I just copped a Tesla in a pandemic @RexxLifeRaj https://t.co/nqkvJofDpL",1603678209.0,-1,0.0
RT @ThevneeS: @SiriusBShaman Tesla's uniqueness is obvious in this picture.,1603678206.0,1,0.0
@shonnburton @tesla_raj @elonmusk How much time passed? It was revealed Tesla closely watches these few cars so it'… https://t.co/uaiAFBhWoG,1603678205.0,-1,0.0
Private Airport/Hotel transfers in a Tesla X!! Enjoy a comfortable and a private transfer from your Hotel or accomm… https://t.co/x28ft8GeV8,1603678201.0,-1,0.7955
@PeteBloxham @elonmusk @arctechinc @Tesla Dyno mode was disabled in march as far as i know. Got my car in march and… https://t.co/ANgHTqF1n3,1603678185.0,-1,0.0
"RT @ChinaDaily: US electric-car maker #Tesla has started to recall 48,442 vehicles in #China, citing defective parts that could increase th…",1603678180.0,1,-0.1531
RT @TheTeslaLife: China forcing a recall on almost all #ModelS and #ModelX sold in the country for a suspension issue that #Tesla claims do…,1603678179.0,1,0.0
@Kristennetten @elonmusk @arctechinc @Tesla Guess it's in the late teens.,1603678177.0,1,0.0
@paraschopra Why is Tesla worth so much? Their cars are okaaay.. is it just the self driving data? Why can’t Toyota… https://t.co/jssA83gesD,1603678176.0,-1,0.3094
"RT @towncrier1969: @ChildrensHD Make Nicola Tesla great again, and roll out the free energy technologies!",1603678154.0,1,0.8687
RT @Bennyblacque: LMAO tesla owner's are trolling different https://t.co/wMERKHoxzj,1603678151.0,-1,0.6841
"RT @Speenuh: Haven’t seen anyone mention it but, all used Long Range Dual Motor Model 3’s sold by Tesla now come with Acceleration Boost, f…",1603678150.0,1,0.5499
@Joshohha @nickwhoward @matmansd @marc_benton Dude you are in the wrong. Tesla didn’t have autopilot included forev… https://t.co/nkefvWPzhb,1603678146.0,1,-0.4767
"RT @xinlard: Yes no coincidences... Trump and Tesla tech, ""smart cities powering up"" and this moon business.

Something big is just about t…",1603678142.0,1,0.4939
Based @Tesla stock price https://t.co/5oaMmAVoeH,1603678139.0,-1,0.0
"@elonmusk Elon will fsd ever get the ability to use voice to give it commands  ""tesla speed up 5 mph"" ""tesla drive… https://t.co/AYEMwWZwPz",1603678134.0,-1,0.3182
@tenthousandjoys @Donald2016FPOC @BillOReilly The economy is stronger even tho the pandemic has slowed things down.… https://t.co/24bc2bMG5E,1603678125.0,-1,0.3818
RT @thevoltmonkey: #tesla #ai #NeuralNetwork training the artificial intelligence to enable #AutonomousVehicles the #future is happening to…,1603678124.0,1,0.4767
@IheartTesla @teslaownersSV @elonmusk @Tesla #teamRed knows the feeling! ❤️,1603678119.0,1,0.2003
"RT @Huddster2: This is my boy, Jackson. He has #DownSyndrome. Never in our wildest dreams did we think he would ever drive a car but #Tesla…",1603678113.0,1,0.2144
@Joshohha @nickwhoward @matmansd @marc_benton Tesla Twitter doesnt need hyper aggressive people like you who look u… https://t.co/B3x8dsQUcv,1603678110.0,-1,0.4486
"RT @RationalEtienne: Once you go Tesla, you never go back. https://t.co/seulQCmZw4",1603678107.0,1,0.0
RT @copcrisis: Cop pulls someone over for driving Tesla https://t.co/tupgDJHfXD,1603678098.0,-1,0.0
RT @Erdayastronaut: @elonmusk I wish there was an academy Tesla owners could go to that would train us how to label and report our drive. H…,1603678095.0,1,0.4019
"On the other hand, @CJR's public editor for @washingtonpost @hamiltonnolan just headed in a different direction not… https://t.co/SHD6KnyXfT",1603678084.0,-1,0.4939
RT @tesla_master: What’s the best pic of your tesla? Drop it down below 😍,1603678082.0,1,0.4767
"@Fraserjroi @robmahrt @Juliusharkonnen @danielbigham @ElectrekCo @CowboyDanPaasch @FredericLambert Unlike Tesla, GM… https://t.co/TVKKjTu5fu",1603678081.0,-1,0.0
@richtechexec Its actually because the Tesla automated driving is too good. China needs more car accidents for their population issues.,1603678081.0,1,0.0828
"I love what @kanyewest’s been saying, especially about Tesla and honoring his legacy by mentioning what he fought for and against. @joerogan",1603678078.0,-1,0.7351
"RT @ChinaDaily: US electric-car maker #Tesla has started to recall 48,442 vehicles in #China, citing defective parts that could increase th…",1603678068.0,1,-0.1531
Cop pulls someone over for driving Tesla https://t.co/tupgDJHfXD,1603678056.0,-1,0.0
@jnx_jinx_jinx @thisaintjess @Adumbo_0 @_sjtherapper @elonmusk @Tesla They’ve done it tho so what’s your take?? Imo… https://t.co/eRJuz35yQw,1603678054.0,-1,0.0
"Hey @elonmusk if you're keen on getting some #FSDBeta data from NZ, Fremont should be making my @Tesla Model 3 Perf… https://t.co/J23ieJJRlW",1603678051.0,-1,0.3612
"@HisandHersTesla @marc_benton @NuovaRealta @Tesla @elonmusk They can, that’s his point.  You can order a 3 SR today… https://t.co/5G9a0DtJjX",1603678035.0,1,0.0
"RT @PPathole: @elonmusk This is by far the most exciting thing about Tesla imo. The cars are great, but the AI innovations are game changer…",1603678031.0,1,0.5854
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603678030.0,1,-0.5622
RT @Bennyblacque: LMAO tesla owner's are trolling different https://t.co/wMERKHoxzj,1603678027.0,-1,0.6841
@iliketeslas And we all know what the MSM wants to see.  They want to see Tesla fail.  They want something to cling… https://t.co/Hz3hckShLt,1603678022.0,1,-0.4404
RT @elonmusk: @Erdayastronaut This is what I meant by “4D” https://t.co/xpX7j5SnPy,1603678018.0,-1,0.0
@NobbyFM104 @YouTube I’m sorry but I think the Kia e-Soul looks cool 👀 In your list there I think Tesla would be th… https://t.co/OtTRhFjhvG,1603678012.0,-1,-0.6124
Tesla has been pumping out those cars in China with poor quality control....not surprised at all https://t.co/uVuueMYczE,1603678003.0,-1,-0.296
"RT @arctechinc: Huge thank you to @elonmusk and @tesla allowing beta testers for FSD to share the experience. 

@elonmusk is the content be…",1603677988.0,1,0.7184
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677988.0,1,-0.5622
"RT @IGSquawk: Tesla recalling close to 50k defective vehicles in China.

Feels significant?

Where will $TSLA open..?",1603677985.0,1,-0.3527
"As you can see from the image above, the chassis looks like a skateboard, and the battery sits within it, below the… https://t.co/y4KhIhssU9",1603677973.0,1,0.3612
@RusslAndrewsHat My followers sent me 1 Tesla and I sent 2 Teslas back,1603677967.0,1,0.0
@k_izzuddin tesla tu. self driving,1603677960.0,1,0.0
"RT @SVNewsAlerts: JUST IN: Tesla to recall whopping 48,442 vehicles in China—citing extremely significant defective parts.",1603677958.0,1,-0.2698
"RT @FirstSquawk: TESLA HAS STARTED TO RECALL 48,442 VEHICLES IN CHINA CITING DEFECTIVE PARTS - CHINA DAILY",1603677956.0,1,-0.5622
@Audi electric mobility?  LOL. Call it want you want but @Tesla owns the future,1603677955.0,1,0.375
"RT @Speenuh: Haven’t seen anyone mention it but, all used Long Range Dual Motor Model 3’s sold by Tesla now come with Acceleration Boost, f…",1603677953.0,1,0.5499
@elonmusk @arctechinc @Tesla Elon NJ turnk pike De to NYC daily commute could help. Sign me in!,1603677952.0,1,0.4574
@Auric_Tesla you've caught my reference,1603677952.0,1,0.0
Cop pulls someone over for driving Tesla,1603703004.0,-1,0.0
"Tesla Full Self Driving (FSD) Beta - ""Paved Road Ends"" - Drive #3 - North Carolina",1603705673.0,1,0.0
+$415.21 Day Trading Small Cap Stocks,1603704535.0,1,0.0
v3 Tesla roof questions,1603704556.0,1,0.0
"Swaggy Weekend Sentiment Report - October 25, 2020",1603705179.0,1,0.0
[PS4] W: Two Shot Limb Dmg Tesla H: let me know what you are looking for,1603703345.0,1,0.0
"[XB1] H: Weapons for trade. W: ffr/explo/bfss+1str weapons. Specific weapons I want is BE90 Gatling gun, BE flamer, TSE flamer, b2590 or b25250 Tesla.",1603705517.0,1,-0.8689
Global Player Ranking (26 Oct 2020),1603703708.0,1,0.0
"[XB1] H: huge trade list, fireman helmet, blue mask fastnaht. W: caps, good fxr/hm, can bundle for legacy (no poon/drgn/gauss)",1603704910.0,1,0.6369
ARCHIVE - Tesla stock price is set to grow and Tesla's new battery technology,1603704277.0,1,0.0
[XB1] H: B FFR FR Tesla W:Fusion Cores,1603706104.0,1,0.0
"[XB1] H: AA/33V/250 Tesla W: UNY/AP SCOUT LL, RL, RA",1603706193.0,1,0.0
"[PS4] H: LOTS of stuff W: Uny/AP/? Leather RL, RA, LA",1603705598.0,1,0.0
[XB1] H: furious faster fire rate Tesla rifle W: bloodied heavy items.,1603703432.0,1,-0.7269
[XB1] H:JE FR Gat Plasma an DE250 Tesla W:Legacy offers,1603704122.0,1,0.0
Five foot,1603706415.0,1,0.0
Tesla Model S performance or BMW M3,1603703256.0,1,0.0
H:quad explosive tesla rifle w:bloodied explosive flamer PS4,1603706410.0,1,0.0
[XB1] H: Shown W: Offers,1603706421.0,1,0.0
[XB1] H: tse90 Tesla and jack o pant suit W: junk listed below (ONLY MAKE AN OFFER YOU WOULD ACCEPT),1603705905.0,1,0.0
"[PS4]H: TSE Gatling Plasma, BEFR and B25FR Miniguns, BEFR and JE25 Fixers, BE90 Flamer, JE1P Gatling Plasma, AAE90 Gatling Plasma, BE25 and B25FR Handmade, AAEFR LMG, V2590 Tesla, Responder Fireman Uniform W: AA, Q, TS, V Handmade or Fixers with E/25 or 25/25, VEFR/90 .50 Cal",1603703702.0,1,0.0
"[XB1] H: je250 50 cal, be hunting, je mini, j50limb15crit Tesla, j25fmswa gamma, fancy pump bundle W: legacy or offers",1603704812.0,1,0.0
[XB1] H:loads of trades W: to bundle in hope of a legacy....,1603705229.0,1,0.4404
[XB1]H:2* AAE Tesla W:other legacy,1603705385.0,1,0.0
"[PS4] H:TS25 handmade, croc backpack plan W: B25 Tesla",1603705862.0,1,0.0
Is there a place where someone tracks what superchargers Tesla planned to open vs what actually opened?,1603704742.0,1,0.0
[XB1] H: TS/E/90RW Tesla W: J/E or V/E Cryo offers,1603703059.0,1,0.0
"(Spoilers) Dunno about the rest of you but,",1603703543.0,1,0.0
Tesla stock price is set to grow and Tesla's new battery technology,1603703112.0,1,0.0
