text,timestamp,our_model,vader
Amex giving out free Uber eats memberships for a year... https://t.co/Fraw4UTHTV,1603834987.0,1,0.6908
RT @PamKeithFL: Just a reminder that my opponent .@BrianMastFL sold 50K of Uber stock the day after being briefed about COVID on Feb. 5th &amp;…,1603834984.0,1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834983.0,-1,-0.1531
RT @stephenhdg: Uber get re licenced and its on every media channel for weeks .uber ordered to pay £1.5 billion in tax and not a word about…,1603834981.0,1,-0.1689
"@quietlifedesign @iamblonki @LorenaSGonzalez When workers are treated better and properly paid for their time, when… https://t.co/k9253TfmbJ",1603834976.0,-1,0.4404
I can’t begin to explain to you how much of a hungry bitch I turn into right after I place an order through Uber Ea… https://t.co/DkUCc0Hc1N,1603834972.0,-1,-0.5859
"RT @BrianFeroldi: 10 years ago:

$XOM was one of the largest companies on earth

$TSLA was the laughing stock of the auto industry

$WFC wa…",1603834970.0,-1,0.4939
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834968.0,-1,-0.1531
Dating in 2020 is a jokeeeeee but I can’t say no to free Uber eats 🥴 https://t.co/TZk7fTStrb,1603834967.0,-1,0.3919
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834967.0,-1,-0.1531
"RT @TheShaktiSpeaks: Woh Doli me gai toh thi.
Parantu Suitcase me aayi.

Love jihad in short for you. :)",1603834966.0,-1,0.802
RT @MNateShyamalan: my pandemic depression and my seasonal depression teaming up to order uber eats every day for 4 months https://t.co/JyX…,1603834964.0,-1,-0.8126
@Uber__Cheats All the way from Florida. Commenting on soccer ball.,1603834964.0,1,0.0
uber for Zoot suits,1603834961.0,1,0.0
I just met this fine ass uber driver and guess what,1603834958.0,1,-0.3612
RT @lvsval: Uber PNL             Netflix Adaptation https://t.co/BHfKgLtBm1,1603834957.0,-1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834956.0,-1,-0.1531
Some Uber drivers really don’t understand the meaning of no contact delivery,1603834952.0,1,-0.296
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834950.0,-1,-0.3947
Uber eats ... needs to get it together I’m hungry !,1603834950.0,1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834947.0,-1,-0.1531
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834946.0,-1,-0.1531
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834943.0,-1,-0.1531
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834939.0,-1,-0.1531
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834939.0,-1,-0.3947
RT @chrisdadonnn: if yeen outside in 30 snaps i’m gon. fuck i look like ah uber 😂 https://t.co/3OgnaPJFrj,1603834936.0,1,-0.25
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834933.0,-1,-0.1531
Don't you just fucking hate uber surge pricing,1603834933.0,1,-0.6115
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834930.0,-1,-0.1531
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834929.0,-1,-0.1531
Fuck outta here mr Uber everywhere,1603834929.0,1,-0.5423
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834927.0,-1,-0.1531
RT @PamKeithFL: Just a reminder that my opponent .@BrianMastFL sold 50K of Uber stock the day after being briefed about COVID on Feb. 5th &amp;…,1603834927.0,1,0.0
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0uRjZ 

$CLX $BYND $SQ $MRNA $ROKU $FSLY $TSN $ATVI $CHGG $CVS $W $DIS $MELI $GPN…",1603834925.0,-1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834918.0,-1,-0.1531
@Uber_Support Uber eats said internal error so I cannot check out....please help,1603834918.0,1,-0.607
"@Profound_Handle Hi there, please DM us more details about your issue so that we can take a closer look.",1603834917.0,1,0.3182
Catch 22 – Californians vote on the future of Uber https://t.co/qY3svh5trR,1603834914.0,1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834913.0,-1,-0.1531
Meanwhile me once an Uber is over $15 https://t.co/wqTQBz5POX https://t.co/nUxUV2YFsK,1603834912.0,-1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834909.0,-1,-0.1531
@shervin Why in the world would Tesla buy a losing business like Uber? That merger will make no sense unless it’s f… https://t.co/EtHiA9b06r,1603834907.0,1,-0.3182
"RT @ThuliBinase: So I dropped my makeup foundation earlier then hours later Uber driver was sent to my house to drop off flowers, new found…",1603834907.0,-1,-0.2732
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834907.0,-1,-0.1531
"I wish there was a button on Uber and Lyft that opts us out of conversation. It’s never anything against the driver, I’m just anxious.",1603834901.0,-1,0.1779
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834891.0,-1,-0.3947
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834891.0,-1,-0.1531
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834884.0,-1,-0.1531
@WonkaTiktok uber tried to charge me $136 for a 10-15 minute ride home from work one time. i laughed and waited unt… https://t.co/CvZCTvvPO9,1603834884.0,-1,0.4588
RT @MNateShyamalan: my pandemic depression and my seasonal depression teaming up to order uber eats every day for 4 months https://t.co/JyX…,1603834884.0,-1,-0.8126
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834882.0,-1,-0.3947
Thank you to the Uber driver who just let me sob my eyes out to Chrissy Teigan’s post in peace.,1603834880.0,1,0.6124
RT @PamKeithFL: Just a reminder that my opponent .@BrianMastFL sold 50K of Uber stock the day after being briefed about COVID on Feb. 5th &amp;…,1603834879.0,1,0.0
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834878.0,-1,-0.3947
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834873.0,-1,-0.1531
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834872.0,-1,-0.3947
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834872.0,-1,-0.1531
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834871.0,-1,-0.3947
"RT @BRAVENEWEUROPE1: In landmark legal case, former Uber drivers asks courts in the Netherlands to over-rule the algorithm that fired them…",1603834870.0,1,-0.4215
RT @PamKeithFL: Just a reminder that my opponent .@BrianMastFL sold 50K of Uber stock the day after being briefed about COVID on Feb. 5th &amp;…,1603834869.0,1,0.0
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834867.0,-1,-0.1531
RT @MNateShyamalan: my pandemic depression and my seasonal depression teaming up to order uber eats every day for 4 months https://t.co/JyX…,1603834865.0,-1,-0.8126
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834863.0,-1,-0.1531
"@sfatima85 We're here to help. Please send us your phone number through direct message, so we can assist further.",1603834861.0,1,0.6486
"@MB_EjectEject @KSEE24 Hi, is that Uber? I need a lift back to the base",1603834861.0,1,0.0
"@Uber_Support Hi, I sent the DM a couple of days ago already, when can I expect an answer? is this the only support channel there is???",1603834859.0,-1,0.5661
"RT @GatorsDaily: hi its me your uber eats driver.

i accidentally ate your food on the way here https://t.co/69T3YBlxIt",1603834857.0,-1,-0.3947
"You should try running eith the kids.
I bet you if you did Uber FBI guy would have all 5.7 litres of american musck… https://t.co/geQ8Jj1Rq6",1603834856.0,1,0.0
RT @MNateShyamalan: my pandemic depression and my seasonal depression teaming up to order uber eats every day for 4 months https://t.co/JyX…,1603834855.0,-1,-0.8126
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834851.0,-1,-0.1531
"@quietlifedesign @iamblonki @LorenaSGonzalez Drowsy driving is worse than drunk driving, and full-time drivers stay… https://t.co/Lu5QFG8x0A",1603834850.0,-1,-0.6705
"Hey uber/lyft/doordash, your spamming me with ads make me more steadfast in voting no on prop. 22, jerks.",1603834847.0,1,-0.6258
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834845.0,-1,-0.1531
"Appalling tweet

https://t.co/VMDzhggmqX",1603834845.0,-1,-0.3612
RT @Mizecarter: Yesterday I hydroplaned into a tree while up late doing uber eats. Getting all the repairs I need for this car is expensive…,1603834844.0,1,0.0
RT @benoftheweek: also who needs uber money to go to the polls or the ballot box drop ya paypals as well,1603834842.0,-1,0.0
"Yo! Uber Drivers lets go!
Documenting my journey with UberEats! Join me!
#positivity #PositiveVibes #Motivation… https://t.co/HSxcIV1iPJ",1603834842.0,-1,0.5216
"I’ve been sitting at Pape Kenworth in Donald for over 1.5 hrs, my super just called and said;
“Well fuck man, call… https://t.co/JrrWTXbnQM",1603834842.0,-1,0.1027
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834840.0,-1,-0.1531
RT @PereGrimmer: Dems Trojan Horsing President Kamala into office as they yell at you about democracy uber alles and the popular vote.,1603834839.0,1,0.4215
RT @LilNasX: i overheard my uber driver and his wife being sad about having trouble having kids so i left my nephew in the car. i love doin…,1603834836.0,-1,-0.1531
@LyfeOfRyley My God I'm ordering a Uber to pick me up what's your number!!!,1603834836.0,1,0.5067
